country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Latvia,LVA,1/16/2021,15799,15799,,663,1309,0.84,0.84,,694,Pfizer/BioNTech,National Health Service,http://www.vmnvd.gov.lv/lv/covid-19/1486-vakcinacija-pret-covid-19
Latvia,LVA,1/17/2021,15916,15916,,117,1279,0.84,0.84,,678,Pfizer/BioNTech,National Health Service,http://www.vmnvd.gov.lv/lv/covid-19/1486-vakcinacija-pret-covid-19
Latvia,LVA,1/18/2021,16759,16759,,843,1204,0.89,0.89,,638,Pfizer/BioNTech,National Health Service,http://www.vmnvd.gov.lv/lv/covid-19/1486-vakcinacija-pret-covid-19
Latvia,LVA,1/19/2021,17635,17635,,876,1098,0.93,0.93,,582,Pfizer/BioNTech,National Health Service,http://www.vmnvd.gov.lv/lv/covid-19/1486-vakcinacija-pret-covid-19
Latvia,LVA,1/20/2021,18405,18405,,770,993,0.98,0.98,,526,Pfizer/BioNTech,National Health Service,http://www.vmnvd.gov.lv/lv/covid-19/1486-vakcinacija-pret-covid-19
Latvia,LVA,1/21/2021,18684,18684,,279,773,0.99,0.99,,410,Pfizer/BioNTech,National Health Service,http://www.vmnvd.gov.lv/lv/covid-19/1486-vakcinacija-pret-covid-19
Latvia,LVA,1/22/2021,18897,18897,,213,537,1,1,,285,Pfizer/BioNTech,National Health Service,http://www.vmnvd.gov.lv/lv/covid-19/1486-vakcinacija-pret-covid-19
Latvia,LVA,1/23/2021,19022,19022,,125,460,1.01,1.01,,244,Pfizer/BioNTech,National Health Service,http://www.vmnvd.gov.lv/lv/covid-19/1486-vakcinacija-pret-covid-19
Latvia,LVA,1/24/2021,,,,,491,,,,260,Pfizer/BioNTech,National Health Service,http://www.vmnvd.gov.lv/lv/covid-19/1486-vakcinacija-pret-covid-19
Latvia,LVA,1/25/2021,19683,19683,,,418,1.04,1.04,,222,Pfizer/BioNTech,National Health Service,http://www.vmnvd.gov.lv/lv/covid-19/1486-vakcinacija-pret-covid-19
Lithuania,LTU,12/25/2020,1,1,,,,0,0,,,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,12/26/2020,,,,,1208,,,,444,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,12/27/2020,2418,2418,,,1208,0.09,0.09,,444,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,12/28/2020,5203,5203,,2785,1734,0.19,0.19,,637,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,12/29/2020,8189,8189,,2986,2047,0.3,0.3,,752,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,12/30/2020,9722,9722,,1533,1944,0.36,0.36,,714,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,12/31/2020,9747,9747,,25,1624,0.36,0.36,,597,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,1/1/2021,,,,,1410,,,,518,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,1/2/2021,,,,,1255,,,,461,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,1/3/2021,,,,,1100,,,,404,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,1/4/2021,,,,,720,,,,264,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,1/5/2021,10367,10367,,,311,0.38,0.38,,114,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,1/6/2021,13866,13866,,3499,592,0.51,0.51,,217,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,1/7/2021,18008,18008,,4142,1180,0.66,0.66,,433,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,1/8/2021,23149,23149,,5141,1897,0.85,0.85,,697,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,1/9/2021,23453,23453,,304,1923,0.86,0.86,,706,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,1/10/2021,23456,23456,,3,1905,0.86,0.86,,700,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,1/11/2021,25650,25650,,2194,2201,0.94,0.94,,809,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,1/12/2021,27721,27721,,2071,2479,1.02,1.02,,911,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,1/13/2021,33765,33765,,6044,2843,1.24,1.24,,1044,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,1/14/2021,42340,42340,,8575,3476,1.56,1.56,,1277,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,1/15/2021,49507,49507,,7167,3765,1.82,1.82,,1383,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,1/16/2021,50593,50593,,1086,3877,1.86,1.86,,1424,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,1/17/2021,51723,50635,1088,1130,4038,1.9,1.86,0.04,1483,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,1/18/2021,56189,53430,2759,4466,4363,2.06,1.96,0.1,1603,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,1/19/2021,62444,55789,6655,6255,4960,2.29,2.05,0.24,1822,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,1/20/2021,65875,57425,8450,3431,4587,2.42,2.11,0.31,1685,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,1/21/2021,67291,58279,9012,1416,3564,2.47,2.14,0.33,1309,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,1/22/2021,67574,58553,9021,283,2581,2.48,2.15,0.33,948,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,1/23/2021,67584,58563,9021,10,2427,2.48,2.15,0.33,892,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,1/24/2021,,,,,2268,,,,833,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,1/25/2021,67620,58599,9021,,1633,2.48,2.15,0.33,600,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Luxembourg,LUX,12/30/2020,1200,1200,,,,0.19,0.19,,,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/2f1f04b3-23fd-4241-9ef1-82912d17d139
Luxembourg,LUX,12/31/2020,,,,,62,,,,99,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/2f1f04b3-23fd-4241-9ef1-82912d17d139
Luxembourg,LUX,1/1/2021,,,,,62,,,,99,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/2f1f04b3-23fd-4241-9ef1-82912d17d139
Luxembourg,LUX,1/2/2021,,,,,62,,,,99,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/2f1f04b3-23fd-4241-9ef1-82912d17d139
Luxembourg,LUX,1/3/2021,,,,,62,,,,99,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/2f1f04b3-23fd-4241-9ef1-82912d17d139
Luxembourg,LUX,1/4/2021,,,,,62,,,,99,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/2f1f04b3-23fd-4241-9ef1-82912d17d139
Luxembourg,LUX,1/5/2021,,,,,62,,,,99,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/2f1f04b3-23fd-4241-9ef1-82912d17d139
Luxembourg,LUX,1/6/2021,,,,,62,,,,99,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/2f1f04b3-23fd-4241-9ef1-82912d17d139
Luxembourg,LUX,1/7/2021,,,,,62,,,,99,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/2f1f04b3-23fd-4241-9ef1-82912d17d139
Luxembourg,LUX,1/8/2021,,,,,62,,,,99,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/2f1f04b3-23fd-4241-9ef1-82912d17d139
Luxembourg,LUX,1/9/2021,,,,,62,,,,99,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/2f1f04b3-23fd-4241-9ef1-82912d17d139
Luxembourg,LUX,1/10/2021,,,,,62,,,,99,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/2f1f04b3-23fd-4241-9ef1-82912d17d139
Luxembourg,LUX,1/11/2021,1943,1943,,,62,0.31,0.31,,99,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/2f1f04b3-23fd-4241-9ef1-82912d17d139
Luxembourg,LUX,1/12/2021,2372,2372,,429,114,0.38,0.38,,182,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/2f1f04b3-23fd-4241-9ef1-82912d17d139
Luxembourg,LUX,1/13/2021,2871,2871,,499,177,0.46,0.46,,283,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/2f1f04b3-23fd-4241-9ef1-82912d17d139
Luxembourg,LUX,1/14/2021,3233,3233,,362,220,0.52,0.52,,351,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/2f1f04b3-23fd-4241-9ef1-82912d17d139
Luxembourg,LUX,1/15/2021,,,,,236,,,,377,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/2f1f04b3-23fd-4241-9ef1-82912d17d139
Luxembourg,LUX,1/16/2021,,,,,252,,,,403,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/2f1f04b3-23fd-4241-9ef1-82912d17d139
Luxembourg,LUX,1/17/2021,3755,3755,,,268,0.6,0.6,,428,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/2f1f04b3-23fd-4241-9ef1-82912d17d139
Luxembourg,LUX,1/18/2021,4569,4569,,814,375,0.73,0.73,,599,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/2f1f04b3-23fd-4241-9ef1-82912d17d139
Luxembourg,LUX,1/19/2021,5294,5294,,725,417,0.85,0.85,,666,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/2f1f04b3-23fd-4241-9ef1-82912d17d139
Luxembourg,LUX,1/20/2021,6193,6193,,899,475,0.99,0.99,,759,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/2f1f04b3-23fd-4241-9ef1-82912d17d139
Luxembourg,LUX,1/21/2021,6897,6897,,704,523,1.1,1.1,,835,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/2f1f04b3-23fd-4241-9ef1-82912d17d139
Luxembourg,LUX,1/22/2021,,,,,537,,,,858,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/2f1f04b3-23fd-4241-9ef1-82912d17d139
Luxembourg,LUX,1/23/2021,,,,,551,,,,880,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/2f1f04b3-23fd-4241-9ef1-82912d17d139
Luxembourg,LUX,1/24/2021,7711,7711,,,565,1.23,1.23,,903,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/2f1f04b3-23fd-4241-9ef1-82912d17d139
Malta,MLT,12/28/2020,130,130,,,,0.03,0.03,,,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,12/29/2020,,,,,259,,,,587,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,12/30/2020,,,,,259,,,,587,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,12/31/2020,,,,,259,,,,587,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/1/2021,,,,,259,,,,587,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/2/2021,,,,,259,,,,587,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/3/2021,,,,,259,,,,587,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/4/2021,1940,1940,,,259,0.44,0.44,,587,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/5/2021,,,,,281,,,,636,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/6/2021,,,,,304,,,,689,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/7/2021,,,,,327,,,,741,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/8/2021,,,,,350,,,,793,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/9/2021,,,,,373,,,,845,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/10/2021,,,,,396,,,,897,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/11/2021,4870,4870,,,419,1.1,1.1,,949,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/12/2021,,,,,524,,,,1187,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/13/2021,,,,,629,,,,1425,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/14/2021,,,,,735,,,,1665,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/15/2021,9496,9496,,,840,2.15,2.15,,1902,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/16/2021,,,,,938,,,,2124,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/17/2021,11705,11705,,,1036,2.65,2.65,,2346,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/18/2021,13002,13002,,1297,1162,2.94,2.94,,2632,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/19/2021,14276,14276,,1274,1178,3.23,3.23,,2668,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/20/2021,15316,15316,,1040,1162,3.47,3.47,,2632,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/21/2021,16531,16531,,1215,1170,3.74,3.74,,2650,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/22/2021,17767,17767,,1236,1182,4.02,4.02,,2677,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/23/2021,18930,18930,,1163,1190,4.29,4.29,,2695,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/24/2021,19981,19981,,1051,1182,4.53,4.53,,2677,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Mexico,MEX,12/24/2020,2924,2924,,,,0,0,,,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/033-mexico-recibira-24-millones-de-dosis-de-la-vacuna-sputnik-v-lopez-gatell?idiom=es
Mexico,MEX,12/25/2020,,,,,1300,,,,10,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/033-mexico-recibira-24-millones-de-dosis-de-la-vacuna-sputnik-v-lopez-gatell?idiom=es
Mexico,MEX,12/26/2020,,,,,1300,,,,10,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/033-mexico-recibira-24-millones-de-dosis-de-la-vacuna-sputnik-v-lopez-gatell?idiom=es
Mexico,MEX,12/27/2020,6824,6824,,,1300,0.01,0.01,,10,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/033-mexico-recibira-24-millones-de-dosis-de-la-vacuna-sputnik-v-lopez-gatell?idiom=es
Mexico,MEX,12/28/2020,9579,9579,,2755,1664,0.01,0.01,,13,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/033-mexico-recibira-24-millones-de-dosis-de-la-vacuna-sputnik-v-lopez-gatell?idiom=es
Mexico,MEX,12/29/2020,18529,18529,,8950,3121,0.01,0.01,,24,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/033-mexico-recibira-24-millones-de-dosis-de-la-vacuna-sputnik-v-lopez-gatell?idiom=es
Mexico,MEX,12/30/2020,24998,24998,,6469,3679,0.02,0.02,,29,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/033-mexico-recibira-24-millones-de-dosis-de-la-vacuna-sputnik-v-lopez-gatell?idiom=es
Mexico,MEX,12/31/2020,,,,,3695,,,,29,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/033-mexico-recibira-24-millones-de-dosis-de-la-vacuna-sputnik-v-lopez-gatell?idiom=es
Mexico,MEX,1/1/2021,,,,,4051,,,,31,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/033-mexico-recibira-24-millones-de-dosis-de-la-vacuna-sputnik-v-lopez-gatell?idiom=es
Mexico,MEX,1/2/2021,,,,,4407,,,,34,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/033-mexico-recibira-24-millones-de-dosis-de-la-vacuna-sputnik-v-lopez-gatell?idiom=es
Mexico,MEX,1/3/2021,,,,,4763,,,,37,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/033-mexico-recibira-24-millones-de-dosis-de-la-vacuna-sputnik-v-lopez-gatell?idiom=es
Mexico,MEX,1/4/2021,43960,43960,,,4912,0.03,0.03,,38,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/033-mexico-recibira-24-millones-de-dosis-de-la-vacuna-sputnik-v-lopez-gatell?idiom=es
Mexico,MEX,1/5/2021,48236,48236,,4276,4244,0.04,0.04,,33,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/033-mexico-recibira-24-millones-de-dosis-de-la-vacuna-sputnik-v-lopez-gatell?idiom=es
Mexico,MEX,1/6/2021,53185,53185,,4949,4027,0.04,0.04,,31,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/033-mexico-recibira-24-millones-de-dosis-de-la-vacuna-sputnik-v-lopez-gatell?idiom=es
Mexico,MEX,1/7/2021,58402,58402,,5217,4230,0.05,0.05,,33,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/033-mexico-recibira-24-millones-de-dosis-de-la-vacuna-sputnik-v-lopez-gatell?idiom=es
Mexico,MEX,1/8/2021,67468,67468,,9066,4984,0.05,0.05,,39,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/033-mexico-recibira-24-millones-de-dosis-de-la-vacuna-sputnik-v-lopez-gatell?idiom=es
Mexico,MEX,1/9/2021,74794,74794,,7326,5488,0.06,0.06,,43,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/033-mexico-recibira-24-millones-de-dosis-de-la-vacuna-sputnik-v-lopez-gatell?idiom=es
Mexico,MEX,1/10/2021,81300,81300,,6506,5876,0.06,0.06,,46,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/033-mexico-recibira-24-millones-de-dosis-de-la-vacuna-sputnik-v-lopez-gatell?idiom=es
Mexico,MEX,1/11/2021,87060,87060,,5760,6157,0.07,0.07,,48,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/033-mexico-recibira-24-millones-de-dosis-de-la-vacuna-sputnik-v-lopez-gatell?idiom=es
Mexico,MEX,1/12/2021,92879,92879,,5819,6378,0.07,0.07,,49,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/033-mexico-recibira-24-millones-de-dosis-de-la-vacuna-sputnik-v-lopez-gatell?idiom=es
Mexico,MEX,1/13/2021,192567,192567,,99688,19912,0.15,0.15,,154,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/033-mexico-recibira-24-millones-de-dosis-de-la-vacuna-sputnik-v-lopez-gatell?idiom=es
Mexico,MEX,1/14/2021,329983,329983,,137416,38797,0.26,0.26,,301,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/033-mexico-recibira-24-millones-de-dosis-de-la-vacuna-sputnik-v-lopez-gatell?idiom=es
Mexico,MEX,1/15/2021,417375,415417,1958,87392,49987,0.32,0.32,0,388,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/033-mexico-recibira-24-millones-de-dosis-de-la-vacuna-sputnik-v-lopez-gatell?idiom=es
Mexico,MEX,1/16/2021,463246,461025,2221,45871,55493,0.36,0.36,0,430,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/033-mexico-recibira-24-millones-de-dosis-de-la-vacuna-sputnik-v-lopez-gatell?idiom=es
Mexico,MEX,1/17/2021,472142,468708,3434,8896,55835,0.37,0.36,0,433,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/033-mexico-recibira-24-millones-de-dosis-de-la-vacuna-sputnik-v-lopez-gatell?idiom=es
Mexico,MEX,1/18/2021,492529,485983,6546,20387,57924,0.38,0.38,0.01,449,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/033-mexico-recibira-24-millones-de-dosis-de-la-vacuna-sputnik-v-lopez-gatell?idiom=es
Mexico,MEX,1/19/2021,498122,488513,9609,5593,57892,0.39,0.38,0.01,449,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/033-mexico-recibira-24-millones-de-dosis-de-la-vacuna-sputnik-v-lopez-gatell?idiom=es
Mexico,MEX,1/20/2021,501030,489628,11402,2908,44066,0.39,0.38,0.01,342,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/033-mexico-recibira-24-millones-de-dosis-de-la-vacuna-sputnik-v-lopez-gatell?idiom=es
